UPC,Price,Promotion,Source URL
857900005174,3.99,[Use code 20FOODIE to save 20%],https://www.vitacost.com/drizzilicious-smores-bites
089836184740,5.69,[Use code 20FOODIE to save 20%],https://www.vitacost.com/frontier-co-op-organic-bay-leaf-whole
032917000323,6.49,[Use code 20FOODIE to save 20%],https://www.vitacost.com/traditional-medicinals-organic-nighty-night-herbal-tea-16-tea-bags-3
072310042230,3.19,[Use code 20FOODIE to save 20%],https://www.vitacost.com/bigelow-tea-earl-grey-black-tea-decaffeinated
092325222250,5.29,[Use code 20FOODIE to save 20%],https://www.vitacost.com/annies-ketchup-organic
076950415331,4.19,[Use code 20FOODIE to save 20%],https://www.vitacost.com/yogi-tea-organic-caffeine-free-chai-rooibos
093709620013,6.59,[Use code 20FOODIE to save 20%],https://www.vitacost.com/pamelas-products-gluten-free-honey-grahams
039978006202,4.99,[Use code 20FOODIE to save 20%],https://www.vitacost.com/bobs-red-mill-gluten-free-kosher-egg-replacer
072368508603,3.79,[Use code 20FOODIE to save 20%],https://www.vitacost.com/delallo-organic-whole-wheat-shells-artisanal-no-91-cut
024182025453,7.49,[Use code 20FOODIE to save 20%],https://www.vitacost.com/eden-foods-organic-edensoy-extra-soy-milk
725342260737,5.09,[Use code 20FOODIE to save 20%],https://www.vitacost.com/muir-glen-organic-diced-tomatoes
858045004299,5.22,[Use code 20FOODIE to save 20%],https://www.vitacost.com/milkadamia-macadamia-milk-unsweetened-32-fl-oz
894773001216,6.99,[Use code 20FOODIE to save 20%],https://www.vitacost.com/zevia-non-gmo-zero-calorie-soda-caffeine-free
842638000133,5.63,[Use code 20FOODIE to save 20%],https://www.vitacost.com/pascha-organic-85-cacao-dark-chocolate-bar
810091781111,2.39,[Use code 20FOODIE to save 20%],https://www.vitacost.com/siete-fajita-seasoning-non-gmo-gluten-free-chicken
855140002687,7.59,[Use code 20FOODIE to save 20%],https://www.vitacost.com/purely-elizabeth-gluten-free-probiotic-granola-chocolate-sea-salt
856369004926,5.49,[Use code 20FOODIE to save 20%],https://www.vitacost.com/quinn-snacks-plant-based-filled-pretzel-nuggets-almond-butter
011110860668,2.99,[Use code 20FOODIE to save 20%],https://www.vitacost.com/simple-truth-organic-tortilla-chips-white-corn
011110801111,3.09,[Use code 20FOODIE to save 20%],https://www.vitacost.com/simple-truth-organic-fruit-grain-bars
829696000466,6.99,[Use code 20FOODIE to save 20%],https://www.vitacost.com/wild-planet-wild-pink-salmon-skinless-boneless
043182000925,4.19,[Use code 20FOODIE to save 20%],https://www.vitacost.com/edward-sons-miso-cup-traditional-soup-with-tofu
024182000863,6.09,[Use code 20FOODIE to save 20%],https://www.vitacost.com/eden-foods-organic-popcorn-kernels
716270001653,3.79,[Use code 20FOODIE to save 20%],https://www.vitacost.com/chocolove-kosher-dark-chocolate-bar-65-rich
