ASIN,Title,Cost,List,Profit,ROI,Offer,Rank,# Sold,30/90 BB,30/90 Profit,Rating,T Rating,%,Return,BB/SUP,CPT,CPT Profit,CPT ROI,Amz,Amz OOS,Tags,Source,Amazon
B0CN834264,"ASICS Women's Gel-Excite 10 Running Shoes, 6.5, Cool Matcha/Bright Sunstone",$69.98,$113.03,$19.10,27%,1,"3,483",,$69.95,$-17.52,0,"2,392",0%,,SUP,,,,,100 %,"$60 TO $80, 1012B418 303, ASICS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, festival2025, GREEN, holiday-sale, Lifestyle, new-markdown, on-sale, running, spring2025, womens, womens-shoes, womens-s",https://www.shopwss.com/products/1012b418_303?variant=40950893314103,https://www.amazon.com/dp/B0CN834264?th=1&psc=1
B0CN83BPQH,"ASICS Women's Gel-Excite 10 Running Shoes, 6, Cool Matcha/Bright Sunstone",$69.98,$113.03,$19.02,27%,1,"3,470",,$69.95,$-17.60,0,"2,392",0%,,SUP,,,,,100 %,"$60 TO $80, 1012B418 303, ASICS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, festival2025, GREEN, holiday-sale, Lifestyle, new-markdown, on-sale, running, spring2025, womens, womens-shoes, womens-s",https://www.shopwss.com/products/1012b418_303?variant=40950893281335,https://www.amazon.com/dp/B0CN83BPQH?th=1&psc=1
B0CPS6R7TT,"adidas Men's X_PLR Path Sneaker, Black/Bright Red/White, 7",$64.99,$99.99,$12.61,19%,1,"8,425",,,,0,"1,871",0%,,SUP,,,,,100 %,"$60 TO $80, ADIDAS, BLACK, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, IG8136, Lifestyle, md2-exclusion, mens, mens-shoes, mens-shoes-running, running, XPLR",https://www.shopwss.com/products/ig8136?variant=40951382474807,https://www.amazon.com/dp/B0CPS6R7TT?th=1&psc=1
B0CN823PMZ,"ASICS Men's GT-1000 13 Running Shoes, 7.5, White/Black",$109.99,$158.46,$17.46,16%,1,"8,904",,$92.79,$-38.36,0,377,0%,,SUP,,,,,100 %,"$100 TO $150, 1011B858 100, ASICS, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, Lifestyle, md2-exclusion, mens, mens-shoes, mens-shoes-running, running, ships-free, WHI",https://www.shopwss.com/products/1011b858_100?variant=40950847864887,https://www.amazon.com/dp/B0CN823PMZ?th=1&psc=1
B0CN823PP6,"ASICS Women's GT-1000 13 Trail Running Shoes, 9, Nature Bathing/Pearl Pink",$99.98,$145.60,$16.70,17%,2,"11,802",,$98.39,$-23.43,0,253,0%,,SUP,,,,,100 %,"$80 TO $100, 1012B747 700, ASICS, BLUE, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, Lifestyle, new-markdown, on-sale, Running, ships-free, womens, womens-shoes, womens-shoes-running",https://www.shopwss.com/products/1012b747_700?variant=40950892789815,https://www.amazon.com/dp/B0CN823PP6?th=1&psc=1
B0CN84P244,"ASICS Women's GT-1000 13 Trail Running Shoes, 7, Nature Bathing/Pearl Pink",$99.98,$145.60,$16.70,17%,1,"11,773",,,,0,253,0%,,SUP, 89.95,$-30.60,-31%,,100 %,"$80 TO $100, 1012B747 700, ASICS, BLUE, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, Lifestyle, new-markdown, on-sale, Running, ships-free, womens, womens-shoes, womens-shoes-running",https://www.shopwss.com/products/1012b747_700?variant=40950892527671,https://www.amazon.com/dp/B0CN84P244?th=1&psc=1
B0CN87GJ5Q,"ASICS Women's GT-1000 13 Trail Running Shoes, 6.5, Nature Bathing/Pearl Pink",$99.98,$145.60,$16.70,17%,2,"11,800",,,,0,253,0%,,SUP, 89.95,$-30.60,-31%,,100 %,"$80 TO $100, 1012B747 700, ASICS, BLUE, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, Lifestyle, new-markdown, on-sale, Running, ships-free, womens, womens-shoes, womens-shoes-running",https://www.shopwss.com/products/1012b747_700?variant=40950892593207,https://www.amazon.com/dp/B0CN87GJ5Q?th=1&psc=1
B0D2BS5JVZ,"New Balance Men's 480 V1 Sneaker, Castlerock/Brown, 9",$59.99,$94.46,$19.11,32%,3,"12,809",,$69.99,$-2.91,0,"1,134",0%,,SUP, 69.99,$-2.91,-5%,,68 %,"$40 TO $60, Basketball, BB480, BB480LGB, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, GREY, holiday-sale, Life, md2-exclusion, Mens, mens-shoes, mens-shoes-basketball, NEW BALANCE, on-sale",https://www.shopwss.com/products/bb480lgb?variant=41165269336119,https://www.amazon.com/dp/B0D2BS5JVZ?th=1&psc=1
B0D2BQDWJS,"New Balance Men's 480 V1 Sneaker, Castlerock/Brown, 10.5",$59.99,$86.89,$6.39,11%,3,"12,809",,$68.95,$-8.86,0,"1,134",0%,,SUP, 64.33,$-12.79,-21%,,49 %,"$40 TO $60, Basketball, BB480, BB480LGB, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, GREY, holiday-sale, Life, md2-exclusion, Mens, mens-shoes, mens-shoes-basketball, NEW BALANCE, on-sale",https://www.shopwss.com/products/bb480lgb?variant=41165269434423,https://www.amazon.com/dp/B0D2BQDWJS?th=1&psc=1
B0D2BQX369,"New Balance Men's 480 V1 Sneaker, Castlerock/Brown, 9.5",$59.99,$87.24,$6.36,11%,4,"12,809",,$69.02,$-9.12,0,"1,134",0%,,SUP, 64.33,$-13.11,-22%,,30 %,"$40 TO $60, Basketball, BB480, BB480LGB, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, GREY, holiday-sale, Life, md2-exclusion, Mens, mens-shoes, mens-shoes-basketball, NEW BALANCE, on-sale",https://www.shopwss.com/products/bb480lgb?variant=41165269368887,https://www.amazon.com/dp/B0D2BQX369?th=1&psc=1
B0D2BQFYL1,"New Balance Men's 480 V1 Sneaker, Castlerock/Brown, 10",$59.99,$102.63,$19.77,33%,2,"12,809",,$69.40,$-8.48,0,"1,134",0%,,SUP, 69.99,$-7.98,-13%,,57 %,"$40 TO $60, Basketball, BB480, BB480LGB, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, GREY, holiday-sale, Life, md2-exclusion, Mens, mens-shoes, mens-shoes-basketball, NEW BALANCE, on-sale",https://www.shopwss.com/products/bb480lgb?variant=41165269401655,https://www.amazon.com/dp/B0D2BQFYL1?th=1&psc=1
B0D2BQNL4G,"New Balance Men's 480 V1 Sneaker, Castlerock/Brown, 11.5",$59.99,$100.59,$17.95,30%,2,"12,839",,$69.47,$-8.50,0,"1,134",0%,,SUP, 64.33,$-12.87,-21%,,17 %,"$40 TO $60, Basketball, BB480, BB480LGB, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, GREY, holiday-sale, Life, md2-exclusion, Mens, mens-shoes, mens-shoes-basketball, NEW BALANCE, on-sale",https://www.shopwss.com/products/bb480lgb?variant=41165269499959,https://www.amazon.com/dp/B0D2BQNL4G?th=1&psc=1
B0CSF3PTLF,"Nike Air Max 90 Men's Shoes (FB9658-400,Midnight Navy/Black/Gum Medium Brown) Size 7",$129.99,$176.92,$13.33,10%,2,"14,048",,,,0,"29,556",0%,,SUP, 113.00,$-41.01,-32%,,100 %,"$100 TO $150, air max, air max 90, am90, BLUE, bts25, classic, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, FB9658 400, full-price-eligible-discount, md2-exclusion, mens, mens-shoes, mens-shoes-runn",https://www.shopwss.com/products/fb9658_400?variant=40943032467511,https://www.amazon.com/dp/B0CSF3PTLF?th=1&psc=1
B0D4TR8VYB,"Nike Revolution 7 Women's Road Running Shoes, Elemental Pink Sail Anthracite, 8.5 Women",$69.99,$99.54,$6.82,10%,1,"15,170",,$117.99,$22.50,0,"2,779",0%,,BB,,,,,100 %,"$60 TO $80, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, md2-exclusion, Perf, Pink, Running, Womens, womens-shoes, womens-shoes-running",https://www.shopwss.com/products/fb2208_604?variant=41438307942455,https://www.amazon.com/dp/B0D4TR8VYB?th=1&psc=1
B0D4TTMLSG,"Nike Boys' Revolution 7 Gs Lace Up Shoes, Elemental Pink Sail Anthracite, 5 Women",$69.99,$119.02,$23.38,33%,1,"14,330",,$102.08,$8.98,0,"2,779",0%,,BB,,,,,100 %,"$60 TO $80, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, md2-exclusion, Perf, Pink, Running, Womens, womens-shoes, womens-shoes-running",https://www.shopwss.com/products/fb2208_604?variant=41438307778615,https://www.amazon.com/dp/B0D4TTMLSG?th=1&psc=1
B0D4TXMVJJ,"Nike Revolution 7 Women's Road Running Shoes, Elemental Pink Sail Anthracite, 9.5 Women",$69.99,$111.80,$17.48,25%,1,"14,432",,$91.92,$0.58,0,"2,779",0%,,BB,,,,,100 %,"$60 TO $80, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, md2-exclusion, Perf, Pink, Running, Womens, womens-shoes, womens-shoes-running",https://www.shopwss.com/products/fb2208_604?variant=41438308007991,https://www.amazon.com/dp/B0D4TXMVJJ?th=1&psc=1
B0D4TSLY72,"Nike Revolution 7 Big Kids' Running Shoes (FB7689-603, Gym Red/White/Black) Size 1",$64.99,$97.48,$10.63,16%,2,"15,010",,$87.79,$2.39,0,"2,779",0%,,SUP, 65.00,$-16.98,-26%,,100 %,"$60 TO $80, boys, boys-shoes, boys-shoes-running, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, FB7689 603, full-price-eligible-discount, kids, md2-exclusion, NIKE, Performance, RED, revolution 7, ru",https://www.shopwss.com/products/fb7689_603?variant=40951303307319,https://www.amazon.com/dp/B0D4TSLY72?th=1&psc=1
B0DCZRKQ6T,"Nike Men's Low-Top Sneakers, Anthracite White Cool Grey Black, 15",$69.99,$105.10,$12.10,17%,1,"14,432",,$98.59,$6.57,0,"2,779",0%,,BB,,,,,100 %,"$60 TO $80, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, FB2207 007, full-price-eligible-discount, md2-exclusion, mens, mens-shoes, mens-shoes-running, NIKE, Performance, revolution 7, running, WHIT",https://www.shopwss.com/products/fb2207_007?variant=40951252090935,https://www.amazon.com/dp/B0DCZRKQ6T?th=1&psc=1
B0D2Y93HQ3,"New Balance 574 V2 Unisex Sneaker, Infield Clay/Sea Salt, 7 US Men",$59.99,$79.99,$12.35,21%,5,"21,213",,$72.53,$5.26,0,181,0%,,BB, 79.99,$12.35,21%,$ 79.99,0 %,"$40 TO $60, 574, Classic, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, eligible-for-promotions, holiday-sale, md2-exclusion, Mens, mens-shoes, mens-shoes-running, NEW BALANCE, on-sale, ORANGE, Runni",https://www.shopwss.com/products/u574vpa?variant=41165011157047,https://www.amazon.com/dp/B0D2Y93HQ3?th=1&psc=1
B0D2Y7KKG2,"New Balance 574 V2 Unisex Sneaker, Navy/Sea Salt, 12 US Men",$59.99,$89.00,$8.34,14%,4,"21,582",,$89.34,$8.63,0,189,0%,,BB, 89.00,$8.34,14%,,35 %,"$40 TO $60, BLUE, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, eligible-for-promotions, holiday-sale, md2-exclusion, Mens, mens-shoes, mens-shoes-running, NEW BALANCE, on-sale, Running, show-all, U5",https://www.shopwss.com/products/u574bce?variant=41165012009015,https://www.amazon.com/dp/B0D2Y7KKG2?th=1&psc=1
B0D2Y85VSM,"New Balance 574 V2 Unisex Sneaker, Navy/Sea Salt, 9.5 US Men",$59.99,$89.00,$8.08,13%,7,"21,538",,$88.21,$7.42,0,184,0%,,BB, 89.00,$8.08,13%,,16 %,"$40 TO $60, BLUE, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, eligible-for-promotions, holiday-sale, md2-exclusion, Mens, mens-shoes, mens-shoes-running, NEW BALANCE, on-sale, Running, show-all, U5",https://www.shopwss.com/products/u574bce?variant=41165012303927,https://www.amazon.com/dp/B0D2Y85VSM?th=1&psc=1
B0D2Y5DC9J,"New Balance 574 V2 Unisex Sneaker, Navy/Sea Salt, 8.5 US Men",$59.99,$89.00,$8.06,13%,6,"21,301",,$86.82,$6.25,0,189,0%,,BB, 89.00,$8.06,13%,,18 %,"$40 TO $60, BLUE, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, eligible-for-promotions, holiday-sale, md2-exclusion, Mens, mens-shoes, mens-shoes-running, NEW BALANCE, on-sale, Running, show-all, U5",https://www.shopwss.com/products/u574bce?variant=41165012238391,https://www.amazon.com/dp/B0D2Y5DC9J?th=1&psc=1
B0D2Y6WGXF,"New Balance 574 V2 Unisex Sneaker, Navy/Sea Salt, 14 US Men",$59.99,$143.42,$53.23,89%,1,"21,127",,$88.54,$7.68,0,182,0%,,SUP,,,,,64 %,"$40 TO $60, BLUE, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, eligible-for-promotions, holiday-sale, md2-exclusion, Mens, mens-shoes, mens-shoes-running, NEW BALANCE, on-sale, Running, show-all, U5",https://www.shopwss.com/products/u574bce?variant=41165012074551,https://www.amazon.com/dp/B0D2Y6WGXF?th=1&psc=1
B0D2Y9KFP6,"New Balance 574 V2 Unisex Sneaker, Navy/Sea Salt, 7.5 US Men",$59.99,$87.79,$7.06,12%,5,"20,537",,$89.24,$8.26,0,179,0%,,SUP, 89.00,$8.06,13%,,85 %,"$40 TO $60, BLUE, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, eligible-for-promotions, holiday-sale, md2-exclusion, Mens, mens-shoes, mens-shoes-running, NEW BALANCE, on-sale, Running, show-all, U5",https://www.shopwss.com/products/u574bce?variant=41165012172855,https://www.amazon.com/dp/B0D2Y9KFP6?th=1&psc=1
B0D2Y5D74B,"New Balance 574 V2 Unisex Sneaker, Navy/Sea Salt, 8 US Men",$59.99,$89.00,$8.34,14%,7,"20,341",,$86.30,$6.04,0,179,0%,,BB, 89.00,$8.34,14%,,28 %,"$40 TO $60, BLUE, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, eligible-for-promotions, holiday-sale, md2-exclusion, Mens, mens-shoes, mens-shoes-running, NEW BALANCE, on-sale, Running, show-all, U5",https://www.shopwss.com/products/u574bce?variant=41165012205623,https://www.amazon.com/dp/B0D2Y5D74B?th=1&psc=1
B0D2Y7R9YX,"New Balance 574 V2 Unisex Sneaker, Navy/Sea Salt, 6.5 US Men",$59.99,$119.76,$34.49,57%,2,"20,814",,$88.00,$7.49,0,196,0%,,SUP, 89.99,$9.18,15%,,80 %,"$40 TO $60, BLUE, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, eligible-for-promotions, holiday-sale, md2-exclusion, Mens, mens-shoes, mens-shoes-running, NEW BALANCE, on-sale, Running, show-all, U5",https://www.shopwss.com/products/u574bce?variant=41165012107319,https://www.amazon.com/dp/B0D2Y7R9YX?th=1&psc=1
B0D2Y85Z7L,"New Balance 574 V2 Unisex Sneaker, Navy/Sea Salt, 11 US Men",$59.99,$89.00,$8.34,14%,5,"21,213",,$82.63,$2.93,0,184,0%,,BB, 89.00,$8.34,14%,,26 %,"$40 TO $60, BLUE, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, eligible-for-promotions, holiday-sale, md2-exclusion, Mens, mens-shoes, mens-shoes-running, NEW BALANCE, on-sale, Running, show-all, U5",https://www.shopwss.com/products/u574bce?variant=41165011943479,https://www.amazon.com/dp/B0D2Y85Z7L?th=1&psc=1
B0D2Y738HB,"New Balance 574 V2 Unisex Sneaker, Navy/Sea Salt, 9 US Men",$59.99,$89.00,$8.58,14%,6,"20,506",,$85.19,$5.34,0,189,0%,,BB, 89.00,$8.58,14%,,36 %,"$40 TO $60, BLUE, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, eligible-for-promotions, holiday-sale, md2-exclusion, Mens, mens-shoes, mens-shoes-running, NEW BALANCE, on-sale, Running, show-all, U5",https://www.shopwss.com/products/u574bce?variant=41165012271159,https://www.amazon.com/dp/B0D2Y738HB?th=1&psc=1
B0D2Y74L5G,"New Balance 574 V2 Unisex Sneaker, Navy/Sea Salt, 13 US Men",$59.99,$89.99,$9.50,16%,4,"20,933",,$89.34,$8.95,0,181,0%,,SUP, 89.00,$8.66,14%,,38 %,"$40 TO $60, BLUE, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, eligible-for-promotions, holiday-sale, md2-exclusion, Mens, mens-shoes, mens-shoes-running, NEW BALANCE, on-sale, Running, show-all, U5",https://www.shopwss.com/products/u574bce?variant=41165012041783,https://www.amazon.com/dp/B0D2Y74L5G?th=1&psc=1
B0D2Y87LKH,"New Balance 574 V2 Unisex Sneaker, Navy/Sea Salt, 11.5 US Men",$59.99,$89.00,$8.66,14%,6,"21,277",,$87.55,$7.43,0,189,0%,,BB, 89.00,$8.66,14%,,54 %,"$40 TO $60, BLUE, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, eligible-for-promotions, holiday-sale, md2-exclusion, Mens, mens-shoes, mens-shoes-running, NEW BALANCE, on-sale, Running, show-all, U5",https://www.shopwss.com/products/u574bce?variant=41165011976247,https://www.amazon.com/dp/B0D2Y87LKH?th=1&psc=1
B0D2Y93HNT,"New Balance 574 V2 Unisex Sneaker, Navy/Sea Salt, 10.5 US Men",$59.99,$89.00,$8.58,14%,6,"21,484",,$88.20,$7.90,0,189,0%,,BB, 89.00,$8.58,14%,,42 %,"$40 TO $60, BLUE, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, eligible-for-promotions, holiday-sale, md2-exclusion, Mens, mens-shoes, mens-shoes-running, NEW BALANCE, on-sale, Running, show-all, U5",https://www.shopwss.com/products/u574bce?variant=41165011910711,https://www.amazon.com/dp/B0D2Y93HNT?th=1&psc=1
B0D2Y5R7DG,"New Balance 574 V2 Unisex Sneaker, Dark Olivine/Sea Salt, 8 US Men",$89.99,$125.75,$9.82,11%,3,"21,395",,$80.99,$-28.23,0,189,0%,,SUP, 79.99,$-29.08,-32%,,27 %,"$80 TO $100, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, eligible-for-promotions, full-price-eligible-discount, GREEN, md2-exclusion, Mens, mens-shoes, mens-shoes-running, NEW BALANCE, Running, sho",https://www.shopwss.com/products/u574gce?variant=41165268582455,https://www.amazon.com/dp/B0D2Y5R7DG?th=1&psc=1
B0D2Y7Y65C,"New Balance 574 V2 Unisex Sneaker, Navy/Sea Salt, 10 US Men",$59.99,$89.00,$8.34,14%,6,"20,113",,$85.66,$5.50,0,186,0%,,BB, 89.99,$9.18,15%,,10 %,"$40 TO $60, BLUE, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, eligible-for-promotions, holiday-sale, md2-exclusion, Mens, mens-shoes, mens-shoes-running, NEW BALANCE, on-sale, Running, show-all, U5",https://www.shopwss.com/products/u574bce?variant=41165011877943,https://www.amazon.com/dp/B0D2Y7Y65C?th=1&psc=1
B01M1NK9UZ,"NBA Miami Heat Men's Official 59FIFTY Fitted Cap, 7.625, Black",$44.99,$66.81,$4.31,10%,1,"22,564",,$63.94,$1.87,0,"1,000",0%,,SUP, 29.44,$-27.45,-61%,,100 %,"$40 TO $60, 59fifty, 70343366, BLACK, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, fitted, full-price-eligible-discount, hats, md2-exclusion, miami heat, nba, NEW ERA, unisex, unisex-accessories, un",https://www.shopwss.com/products/70343366?variant=40943511732279,https://www.amazon.com/dp/B01M1NK9UZ?th=1&psc=1
B07H4JBWDZ,"Men's Nike Sportswear Club T-Shirt, Nike Shirt for Men with Classic Fit, Sail/Black, 2XL",$30.00,$48.99,$4.07,14%,1,"24,229",,$29.23,$-12.34,0,"8,991",0%,,SUP, 30.00,$-11.70,-39%,,100 %,"$20 TO $40, AR4997 133, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, GREY, md2-exclusion, Mens, mens-clothing, mens-clothing-tops, NIKE, Short Sleeve, Tops",https://www.shopwss.com/products/ar4997_133?variant=41051265466423,https://www.amazon.com/dp/B07H4JBWDZ?th=1&psc=1
B0BQL6RTS5,"New Balance Kids 574 V1 New-B Hook and Loop Sneaker, Black/Silver Metallic, 10 Wide US Unisex Toddler",$59.99,$91.97,$11.10,19%,3,"29,595",,$59.95,$-16.11,0,237,0%,,SUP, 59.95,$-16.11,-27%,,95 %,"$40 TO $60, 574, 9 mos. - 4 yrs, BLACK, boys, boys-shoes, boys-shoes-running, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, kids, kids-shoes, lifestyle, md2-exclusion, N",https://www.shopwss.com/products/nw574bk?variant=40942582399031,https://www.amazon.com/dp/B0BQL6RTS5?th=1&psc=1
B0DVCD5789,"Crocs Unisex-Adult Classic Pokemon Clog, Clogs for Men and Women, Charizard/Blastoise, 14 Women/12 Men",$69.99,$171.00,$68.28,98%,1,"25,811",,$69.99,$-17.58,0,1,0%,,SUP,,,,,100 %,"$60 TO $80, 211346 90H, Clclog, CROCS, disable_pickup, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, Life, md2-exclusion, Mens, mens-shoes, mens-shoes-slides-and-thongs,",https://www.shopwss.com/products/211346_90h?variant=41265386160183,https://www.amazon.com/dp/B0DVCD5789?th=1&psc=1
B0DVCFYLMW,"Crocs Unisex-Adult Classic Pokemon Clog, Clogs for Men and Women, Charizard/Blastoise, 12 Women/10 Men",$69.99,$171.00,$67.64,97%,1,"29,073",,$69.99,$-18.22,0,1,0%,,SUP,,,,,100 %,"$60 TO $80, 211346 90H, Clclog, CROCS, disable_pickup, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, Life, md2-exclusion, Mens, mens-shoes, mens-shoes-slides-and-thongs,",https://www.shopwss.com/products/211346_90h?variant=41265386094647,https://www.amazon.com/dp/B0DVCFYLMW?th=1&psc=1
B0C8623245,"Nike Court Borough Low Recraft Shoes Sneaker, White/Black, 10.5 US Unisex Little Kid",$56.99,$87.86,$11.48,20%,2,"38,504",,$73.21,$-0.97,0,482,0%,,SUP,,,,,100 %,"$40 TO $60, 4 - 7 yrs, basketball, boys, boys-shoes, boys-shoes-basketball, bts25, court, court borough, court borough recraft, court classics, DV5457 104, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friend",https://www.shopwss.com/products/dv5457_104?variant=41409655996471,https://www.amazon.com/dp/B0C8623245?th=1&psc=1
B0DJMNNRJ4,"Air Jordan 1 Mid Men's Shoes (DQ8426-092, Black/Medium Olive/Sail/White) Size 7.5",$124.99,$201.88,$39.29,31%,2,"41,579",,$179.55,$20.31,0,559,0%,,BB,,,,,100 %,"$100 TO $150, AJ 1, Basketball, BLACK, Classic, DQ8426 092, JORDAN, mens, mens-shoes, mens-shoes-basketball, qty-limit-1, Retro, ships-free",https://www.shopwss.com/products/dq8426_092?variant=40951290363959,https://www.amazon.com/dp/B0DJMNNRJ4?th=1&psc=1
B0DCDC18W5,"Nike Court Borough Mid 2 Shoes Sneaker, White/Vintage Green, 13 US Unisex Little Kid",$66.99,$99.89,$10.52,16%,3,"41,879",,$81.88,$-4.79,0,"1,119",0%,,SUP, 79.95,$-6.43,-10%,,98 %,"$60 TO $80, -employee, Basketball, boys, boys-shoes, boys-shoes-basketball, CD7783 119, Court Borough, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, full-price-eligible-discount, GREEN, kids, Lifesty",https://www.shopwss.com/products/cd7783_119?variant=40950868475959,https://www.amazon.com/dp/B0DCDC18W5?th=1&psc=1
B002VSQWB0,"Converse All Star High Top - Men's (M9622, Navy/White) Size 9.5",$64.99,$126.41,$35.38,54%,1,"42,319",,$126.41,$35.38,0,"11,351",0%,,BB,,,,,100 %,"$60 TO $80, 06.0, 06.5, 07.0, 07.5, 08.0, 08.5, 09.0, 09.5, 10.0, 10.5, 11.0, 11.5, 12.0, 12.5, 13.0, 14.0, 15.0, BLUE, Chuck Taylor, Classic, classics-holiday-2024, CONVERSE, converse-chuck-taylor-all-star, converse-never-sale, eligible-discount, eligible",https://www.shopwss.com/products/m9622?variant=40942181613623,https://www.amazon.com/dp/B002VSQWB0?th=1&psc=1
B0CYRQ6BXF,"Skechers Men's Arch Fit Orvan-Drex Sneaker, Black, 13",$59.99,$85.00,$5.79,10%,3,"45,537",,$80.21,$1.72,0,137,0%,,BB, 85.00,$5.79,10%,$ 85.00,0 %,"$40 TO $60, 210956 BLK, BLACK, Casual, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, Lifestyle, md2-exclusion, mens, mens-shoes, mens-shoes-casual, on-sale, SKECHERS",https://www.shopwss.com/products/210956_blk?variant=40951051419703,https://www.amazon.com/dp/B0CYRQ6BXF?th=1&psc=1
B0CYRG69TY,"Skechers Men's Arch Fit Orvan-Drex Sneaker, Black, 10",$59.99,$85.00,$7.79,13%,3,"45,341",,$83.04,$6.12,0,136,0%,,BB, 85.00,$7.79,13%,$ 85.00,0 %,"$40 TO $60, 210956 BLK, BLACK, Casual, eligible-discount, eligible-discount-clearance, eligible-discount-employee, eligible-discount-friends, holiday-sale, Lifestyle, md2-exclusion, mens, mens-shoes, mens-shoes-casual, on-sale, SKECHERS",https://www.shopwss.com/products/210956_blk?variant=40951051255863,https://www.amazon.com/dp/B0CYRG69TY?th=1&psc=1
B0D6ZD553S,"Reebok Women's Court Advance Sneaker, Chalk/Breakaway Green/Earth, 8.5",$44.99,$64.95,$4.35,10%,2,"46,714",,$62.16,$1.98,0,873,0%,,BB,,,,$ 64.95,0 %,"$40 TO $60, 100208923, clearance, eligible-discount-employee, on-sale, REEBOK, WHITE",https://www.shopwss.com/products/100208923?variant=41313421393975,https://www.amazon.com/dp/B0D6ZD553S?th=1&psc=1
B0CN3TD5YD,"New Balance Unisex 997R Sneaker, Dark Arctic Grey/Navy, 7 US Men",$65.99,$104.45,$17.43,26%,6,"67,289",,$104.29,$17.30,0,150,0%,,BB,,,,,100 %,"$60 TO $80, 997, clearance, eligible-discount-employee, GREY, Lifestyle, mens, mens-shoes, mens-shoes-running, NEW BALANCE, on-sale, pfs:label-CLEARANCE, running, U997RRB, unisex-label",https://www.shopwss.com/products/u997rrb?variant=40951004987447,https://www.amazon.com/dp/B0CN3TD5YD?th=1&psc=1
B0CN3TNP4D,"New Balance Unisex 997R Sneaker, Dark Arctic Grey/Navy, 12 US Men",$65.99,$99.99,$14.02,21%,7,"63,472",,$99.99,$14.02,0,150,0%,,BB, 99.99,$14.02,21%,,100 %,"$60 TO $80, 997, clearance, eligible-discount-employee, GREY, Lifestyle, mens, mens-shoes, mens-shoes-running, NEW BALANCE, on-sale, pfs:label-CLEARANCE, running, U997RRB, unisex-label",https://www.shopwss.com/products/u997rrb?variant=40951005315127,https://www.amazon.com/dp/B0CN3TNP4D?th=1&psc=1
